,Título,Género,Subgénero,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Género_idx,Downloaded
2043,Entrada prohibida,Tango,Tango,https://www.todotango.com/musica/tema/366/Entrada-prohibida/,True,True,False,True,7,True
2044,Entrada prohibida [Caruso],Tango,Tango,https://www.todotango.com/musica/tema/2376/Entrada-prohibida-[Caruso]/,True,False,False,False,7,True
2047,Entre la lluvia,Tango,Tango,https://www.todotango.com/musica/tema/1287/Entre-la-lluvia/,True,False,False,False,7,True
2049,Entre las sombras,Tango,Tango,https://www.todotango.com/musica/tema/8824/Entre-las-sombras/,True,False,False,False,7,True
2051,Entre rejas invisibles,Tango,Tango,https://www.todotango.com/musica/tema/2085/Entre-rejas-invisibles/,True,False,False,False,7,True
2052,Entre sueños,Tango,Tango,https://www.todotango.com/musica/tema/115/Entre-suenos/,True,False,False,True,7,True
2053,Entre tango y tango tango,Tango,Tango,https://www.todotango.com/musica/tema/4491/Entre-tango-y-tango-tango/,True,False,False,False,7,True
2054,Entre tu amor y mi amor,Tango,Tango,https://www.todotango.com/musica/tema/1073/Entre-tu-amor-y-mi-amor/,True,False,False,False,7,True
2055,Envidia,Tango,Tango,https://www.todotango.com/musica/tema/383/Envidia/,True,True,False,True,7,True
2057,Equipaje,Tango,Tango,https://www.todotango.com/musica/tema/758/Equipaje/,True,False,False,True,7,True
2058,Equivocado pero por qué,Tango,Tango,https://www.todotango.com/musica/tema/2312/Equivocado-pero-por-que/,True,False,False,False,7,True
2059,Era de mañana,Tango,Tango,https://www.todotango.com/musica/tema/1664/Era-de-manana/,True,False,False,False,7,True
2060,Era en otro Buenos Aires,Tango,Tango,https://www.todotango.com/musica/tema/3378/Era-en-otro-Buenos-Aires/,True,False,False,False,7,True
2062,Era una paica papusa,Tango,Tango,https://www.todotango.com/musica/tema/1858/Era-una-paica-papusa/,True,False,False,False,7,True
2064,Eras como la flor,Tango,Tango,https://www.todotango.com/musica/tema/2436/Eras-como-la-flor/,True,True,False,True,7,True
2065,Eras tú y era yo,Tango,Tango,https://www.todotango.com/musica/tema/6070/Eras-tu-y-era-yo/,True,False,False,False,7,True
2069,Es en vano llorar,Tango,Tango,https://www.todotango.com/musica/tema/4704/Es-en-vano-llorar/,True,False,False,False,7,True
2070,Es esta la verdad,Tango,Tango,https://www.todotango.com/musica/tema/3859/Es-esta-la-verdad/,True,False,False,False,7,True
2071,Es la única verdad,Tango,Tango,https://www.todotango.com/musica/tema/3496/Es-la-unica-verdad/,True,True,False,True,7,True
2072,Es mejor,Tango,Tango,https://www.todotango.com/musica/tema/4999/Es-mejor/,True,False,False,False,7,True
2073,Es mejor perdonar,Tango,Tango,https://www.todotango.com/musica/tema/832/Es-mejor-perdonar/,True,False,False,True,7,True
2074,Es mi tormento,Tango,Tango,https://www.todotango.com/musica/tema/7019/Es-mi-tormento/,True,True,False,False,7,True
2075,Es nuestra despedida,Tango,Tango,https://www.todotango.com/musica/tema/2030/Es-nuestra-despedida/,True,False,False,False,7,True
2076,Es otoño lo sé,Tango,Tango,https://www.todotango.com/musica/tema/2042/Es-otono-lo-se/,True,False,False,False,7,True
2077,Es preciso que te vayas,Tango,Tango,https://www.todotango.com/musica/tema/1481/Es-preciso-que-te-vayas/,True,False,False,False,7,True
2079,Es tiempo,Tango,Tango,https://www.todotango.com/musica/tema/7014/Es-tiempo/,True,False,False,False,7,True
2080,Esa costumbre tuya,Tango,Tango,https://www.todotango.com/musica/tema/9315/Esa-costumbre-tuya/,True,False,False,False,7,True
2081,Esa es la puerta,Tango,Tango,https://www.todotango.com/musica/tema/5887/Esa-es-la-puerta/,True,False,False,False,7,True
2084,Esa piba soy yo,Tango,Tango,https://www.todotango.com/musica/tema/6619/Esa-piba-soy-yo/,True,False,False,True,7,True
2085,Esa sí que era una mina,Tango,Tango,https://www.todotango.com/musica/tema/6657/Esa-si-que-era-una-mina/,True,False,False,False,7,True
2086,Esa soy yo,Tango,Tango,https://www.todotango.com/musica/tema/3457/Esa-soy-yo/,True,True,False,False,7,True
2087,Esas cosas del corazón,Tango,Tango,https://www.todotango.com/musica/tema/6444/Esas-cosas-del-corazon/,True,True,False,False,7,True
2089,Esclavas blancas,Tango,Tango,https://www.todotango.com/musica/tema/1212/Esclavas-blancas/,True,True,False,True,7,True
2090,Esclavo,Tango,Tango,https://www.todotango.com/musica/tema/5538/Esclavo/,True,False,False,True,7,True
2091,Escolaso,Tango,Tango,https://www.todotango.com/musica/tema/486/Escolaso/,True,False,False,False,7,True
2092,Escrache,Tango,Tango,https://www.todotango.com/musica/tema/7970/Escrache/,True,False,True,False,7,True
2094,Escúchame Manón (Indiferencia),Tango,Tango,https://www.todotango.com/musica/tema/1482/Escuchame-Manon-Indiferencia/,True,False,False,False,7,True
2095,Escuchame pibe,Tango,Tango,https://www.todotango.com/musica/tema/10040/Escuchame-pibe/,True,False,False,False,7,True
2097,Escuela de tango,Tango,Tango,https://www.todotango.com/musica/tema/5886/Escuela-de-tango/,True,False,False,True,7,True
2098,Ese muchacho Tony,Tango,Tango,https://www.todotango.com/musica/tema/6326/Ese-muchacho-Tony/,True,False,False,False,7,True
2099,Ese muchacho Troilo,Tango,Tango,https://www.todotango.com/musica/tema/962/Ese-muchacho-Troilo/,True,False,False,False,7,True
2100,Ese robot,Tango,Tango,https://www.todotango.com/musica/tema/6035/Ese-robot/,True,False,False,False,7,True
2102,Espamento,Tango,Tango,https://www.todotango.com/musica/tema/8650/Espamento/,True,True,False,False,7,True
2103,Espejismo [b],Tango,Tango,https://www.todotango.com/musica/tema/7069/Espejismo-[b]/,True,False,False,False,7,True
2104,Esperando el 24,Tango,Tango,https://www.todotango.com/musica/tema/10299/Esperando-el-24/,True,True,True,False,7,True
2105,Esperando un balazo,Tango,Tango,https://www.todotango.com/musica/tema/6182/Esperando-un-balazo/,True,False,False,False,7,True
2106,Esperanza,Tango,Tango,https://www.todotango.com/musica/tema/7047/Esperanza/,True,False,False,False,7,True
2108,Espero,Tango,Tango,https://www.todotango.com/musica/tema/3282/Espero/,True,False,False,False,7,True
2109,Espiantá Gregorio,Tango,Tango,https://www.todotango.com/musica/tema/4274/Espianta-Gregorio/,True,True,False,False,7,True
2110,Esquinas de ciudad,Tango,Tango,https://www.todotango.com/musica/tema/7293/Esquinas-de-ciudad/,True,False,False,False,7,True
2112,Esquinita,Tango,Tango,https://www.todotango.com/musica/tema/8045/Esquinita/,True,False,False,False,7,True
2113,Esta ciudad,Tango,Tango,https://www.todotango.com/musica/tema/1483/Esta-ciudad/,True,False,False,False,7,True
2114,Esta es mi presentación,Tango,Tango,https://www.todotango.com/musica/tema/4551/Esta-es-mi-presentacion/,True,False,False,False,7,True
2116,Esta noche,Tango,Tango,https://www.todotango.com/musica/tema/1330/Esta-noche/,True,True,False,True,7,True
2117,Esta noche al pasar,Tango,Tango,https://www.todotango.com/musica/tema/5376/Esta-noche-al-pasar/,True,False,False,True,7,True
2118,Esta noche de copas,Tango,Tango,https://www.todotango.com/musica/tema/5849/Esta-noche-de-copas/,True,False,False,True,7,True
2119,Esta noche de luna,Tango,Tango,https://www.todotango.com/musica/tema/822/Esta-noche-de-luna/,True,True,True,True,7,True
2120,Esta noche en Buenos Aires,Tango,Tango,https://www.todotango.com/musica/tema/1857/Esta-noche-en-Buenos-Aires/,True,False,False,False,7,True
2121,Esta noche estoy de tangos,Tango,Tango,https://www.todotango.com/musica/tema/957/Esta-noche-estoy-de-tangos/,True,False,False,True,7,True
2122,Esta noche me despido,Tango,Tango,https://www.todotango.com/musica/tema/2223/Esta-noche-me-despido/,True,False,False,False,7,True
2123,Esta noche me emborracho,Tango,Tango,https://www.todotango.com/musica/tema/159/Esta-noche-me-emborracho/,True,True,True,True,7,True
2124,Esta noche me la juego,Tango,Tango,https://www.todotango.com/musica/tema/9903/Esta-noche-me-la-juego/,True,False,False,False,7,True
2125,Está rota mi Argentina,Tango,Tango,https://www.todotango.com/musica/tema/3192/Esta-rota-mi-Argentina/,True,False,False,False,7,True
2126,Esta tarde,Tango,Tango,https://www.todotango.com/musica/tema/1336/Esta-tarde/,True,False,False,False,7,True
2127,Esta vida es puro grupo,Tango,Tango,https://www.todotango.com/musica/tema/5851/Esta-vida-es-puro-grupo/,True,False,False,False,7,True
2128,Estación Tango,Tango,Tango,https://www.todotango.com/musica/tema/3272/Estacion-Tango/,True,False,False,False,7,True
2129,Estaciones,Tango,Tango,https://www.todotango.com/musica/tema/8999/Estaciones/,True,False,False,False,7,True
2130,Estamos,Tango,Tango,https://www.todotango.com/musica/tema/7385/Estamos/,True,False,False,False,7,True
2132,Estampa rea,Tango,Tango,https://www.todotango.com/musica/tema/6645/Estampa-rea/,True,True,False,False,7,True
2133,Estampa tanguera,Tango,Tango,https://www.todotango.com/musica/tema/2520/Estampa-tanguera/,True,False,False,True,7,True
2134,Estampilla,Tango,Tango,https://www.todotango.com/musica/tema/611/Estampilla/,True,True,False,True,7,True
2135,Estampita inmigrante (Iguales pero,Tango,Tango,https://www.todotango.com/musica/tema/7435/Estampita-inmigrante-Iguales-pero-distintos/,True,False,False,False,7,True
2136,Estás conmigo,Tango,Tango,https://www.todotango.com/musica/tema/762/Estas-conmigo/,True,False,False,False,7,True
2137,Estas cosas de la vida,Tango,Tango,https://www.todotango.com/musica/tema/2519/Estas-cosas-de-la-vida/,True,False,False,True,7,True
2138,Estás en Buenos Aires,Tango,Tango,https://www.todotango.com/musica/tema/4072/Estas-en-Buenos-Aires/,True,False,False,False,7,True
2139,Estás en mi corazón,Tango,Tango,https://www.todotango.com/musica/tema/2149/Estas-en-mi-corazon/,True,False,False,False,7,True
2140,Estás llorando,Tango,Tango,https://www.todotango.com/musica/tema/3923/Estas-llorando/,True,False,False,False,7,True
2141,Estatuas de hollín,Tango,Tango,https://www.todotango.com/musica/tema/5911/Estatuas-de-hollin/,True,False,False,False,7,True
2142,Este bandoneón,Tango,Tango,https://www.todotango.com/musica/tema/6221/Este-bandoneon/,True,False,False,False,7,True
2143,Este carnaval,Tango,Tango,https://www.todotango.com/musica/tema/6168/Este-carnaval/,True,False,False,False,7,True
2144,Este corazón,Tango,Tango,https://www.todotango.com/musica/tema/3626/Este-corazon/,True,False,False,False,7,True
2148,Estirpe de cantor,Tango,Tango,https://www.todotango.com/musica/tema/6700/Estirpe-de-cantor/,True,False,False,False,7,True
2149,Esto es obra de Satán,Tango,Tango,https://www.todotango.com/musica/tema/2467/Esto-es-obra-de-Satan/,True,False,False,True,7,True
2151,Estrella,Tango,Tango,https://www.todotango.com/musica/tema/2236/Estrella/,True,False,False,True,7,True
2153,Estudiante,Tango,Tango,https://www.todotango.com/musica/tema/217/Estudiante/,True,False,False,True,7,True
2154,Eterna,Tango,Tango,https://www.todotango.com/musica/tema/1207/Eterna/,True,False,False,False,7,True
2155,Eufemio Pizarro,Tango,Tango,https://www.todotango.com/musica/tema/229/Eufemio-Pizarro/,True,False,False,False,7,True
2157,Evocación,Tango,Tango,https://www.todotango.com/musica/tema/806/Evocacion/,True,False,False,True,7,True
2159,Evocación [b],Tango,Tango,https://www.todotango.com/musica/tema/6159/Evocacion-[b]/,True,False,False,False,7,True
2160,Evocación de barrio,Tango,Tango,https://www.todotango.com/musica/tema/3226/Evocacion-de-barrio/,True,False,False,False,7,True
2161,Exótica locura,Tango,Tango,https://www.todotango.com/musica/tema/4194/Exotica-locura/,True,False,False,False,7,True
2163,Fabriquera,Tango,Tango,https://www.todotango.com/musica/tema/7141/Fabriquera/,True,False,False,False,7,True
2165,Fallaste corazón,Tango,Tango,https://www.todotango.com/musica/tema/7489/Fallaste-corazon/,True,True,False,False,7,True
2166,Falló la paica,Tango,Tango,https://www.todotango.com/musica/tema/6741/Fallo-la-paica/,True,False,False,False,7,True
2167,Falsas promesas,Tango,Tango,https://www.todotango.com/musica/tema/1317/Falsas-promesas/,True,False,False,False,7,True
2168,Falsedad,Tango,Tango,https://www.todotango.com/musica/tema/2966/Falsedad/,True,False,False,True,7,True
2171,Fanfán,Tango,Tango,https://www.todotango.com/musica/tema/4141/Fanfan/,True,False,False,False,7,True
2172,Fanfarrón,Tango,Tango,https://www.todotango.com/musica/tema/2742/Fanfarron/,True,False,False,True,7,True
2173,Fangal,Tango,Tango,https://www.todotango.com/musica/tema/168/Fangal/,True,True,True,True,7,True
2174,Fangio,Tango,Tango,https://www.todotango.com/musica/tema/2724/Fangio/,True,False,False,True,7,True
2175,Fantasma de Belgrano,Tango,Tango,https://www.todotango.com/musica/tema/1935/Fantasma-de-Belgrano/,True,False,False,False,7,True
2176,Fantasma de luna,Tango,Tango,https://www.todotango.com/musica/tema/6049/Fantasma-de-luna/,True,False,False,False,7,True
2177,Fantasma fiel,Tango,Tango,https://www.todotango.com/musica/tema/6581/Fantasma-fiel/,True,False,False,False,7,True
2178,Fantasmas de Buenos Aires,Tango,Tango,https://www.todotango.com/musica/tema/8735/Fantasmas-de-Buenos-Aires/,True,False,False,False,7,True
2179,Fantasmas de la madrugada,Tango,Tango,https://www.todotango.com/musica/tema/5305/Fantasmas-de-la-madrugada/,True,False,False,False,7,True
2180,"Faquir, Rey de Constitución",Tango,Tango,https://www.todotango.com/musica/tema/10112/Faquir-Rey-de-Constitucion/,True,False,False,False,7,True
2181,Farabute,Tango,Tango,https://www.todotango.com/musica/tema/1908/Farabute/,True,False,False,True,7,True
2182,Farandulera,Tango,Tango,https://www.todotango.com/musica/tema/3034/Farandulera/,True,False,False,False,7,True
2184,Farol,Tango,Tango,https://www.todotango.com/musica/tema/204/Farol/,True,False,False,True,7,True
2186,Farolito de mi barrio,Tango,Tango,https://www.todotango.com/musica/tema/1485/Farolito-de-mi-barrio/,True,True,False,True,7,True
2187,Farolito de papel,Tango,Tango,https://www.todotango.com/musica/tema/137/Farolito-de-papel/,True,True,False,False,7,True
2188,Farolito viejo,Tango,Tango,https://www.todotango.com/musica/tema/1767/Farolito-viejo/,True,False,False,False,7,True
2189,Fatal y tanguera,Tango,Tango,https://www.todotango.com/musica/tema/2565/Fatal-y-tanguera/,True,False,False,True,7,True
2190,Fea,Tango,Tango,https://www.todotango.com/musica/tema/1960/Fea/,True,False,False,True,7,True
2192,Felicia,Tango,Tango,https://www.todotango.com/musica/tema/1814/Felicia/,True,True,True,True,7,True
2193,Felicidad,Tango,Tango,https://www.todotango.com/musica/tema/3348/Felicidad/,True,False,False,False,7,True
2198,Ficción,Tango,Tango,https://www.todotango.com/musica/tema/6535/Ficcion/,True,False,True,False,7,True
2201,Fiebre amarilla,Tango,Tango,https://www.todotango.com/musica/tema/8825/Fiebre-amarilla/,True,False,False,False,7,True
2202,Fiebre de amar,Tango,Tango,https://www.todotango.com/musica/tema/6160/Fiebre-de-amar/,True,False,False,False,7,True
2203,Fierro chifle,Tango,Tango,https://www.todotango.com/musica/tema/1822/Fierro-chifle/,True,True,False,True,7,True
2204,Fiesta criolla,Tango,Tango,https://www.todotango.com/musica/tema/498/Fiesta-criolla/,True,False,False,False,7,True
2205,Fiesta porteña,Tango,Tango,https://www.todotango.com/musica/tema/6666/Fiesta-portena/,True,True,False,False,7,True
2208,Filigrana (Chita),Tango,Tango,https://www.todotango.com/musica/tema/6611/Filigrana-Chita/,True,True,False,False,7,True
2209,Fin de fiesta,Tango,Tango,https://www.todotango.com/musica/tema/5994/Fin-de-fiesta/,True,True,False,False,7,True
2210,Fin de siglo,Tango,Tango,https://www.todotango.com/musica/tema/3100/Fin-de-siglo/,True,False,False,False,7,True
2211,Final de función,Tango,Tango,https://www.todotango.com/musica/tema/4024/Final-de-funcion/,True,False,False,False,7,True
2212,Firuletear de bandoneón,Tango,Tango,https://www.todotango.com/musica/tema/5626/Firuletear-de-bandoneon/,True,True,False,True,7,True
2213,Flaca de abril,Tango,Tango,https://www.todotango.com/musica/tema/4034/Flaca-de-abril/,True,False,False,False,7,True
2215,Flojo,Tango,Tango,https://www.todotango.com/musica/tema/7534/Flojo/,True,True,False,False,7,True
2216,Flor de cardo,Tango,Tango,https://www.todotango.com/musica/tema/2229/Flor-de-cardo/,True,True,False,False,7,True
2217,Flor de ceibo,Tango,Tango,https://www.todotango.com/musica/tema/2852/Flor-de-ceibo/,True,False,False,False,7,True
2218,Flor de cobre,Tango,Tango,https://www.todotango.com/musica/tema/4164/Flor-de-cobre/,True,False,False,False,7,True
2219,Flor de fango,Tango,Tango,https://www.todotango.com/musica/tema/186/Flor-de-fango/,True,True,False,False,7,True
2221,Flor de Lis,Tango,Tango,https://www.todotango.com/musica/tema/872/Flor-de-Lis/,True,False,False,False,7,True
2222,Flor de lodo,Tango,Tango,https://www.todotango.com/musica/tema/7543/Flor-de-lodo/,True,True,False,False,7,True
2223,Flor de milonga,Tango,Tango,https://www.todotango.com/musica/tema/6400/Flor-de-milonga/,True,True,False,True,7,True
2224,Flor de Noche,Tango,Tango,https://www.todotango.com/musica/tema/4300/Flor-de-Noche/,True,True,False,False,7,True
